,composition,gd_slot,gd_k,gd_n,gd_m,coop_rate,winning_strategy
300,"[4, 4, 3, 1, 4]",0,3,1,1,112.734375,"['ContriteTitForTat', 'InversePunisher']"
301,"[5, 1, 5, 1, 1]",3,1,2,2,185.02366863905326,['FirstByDavis']
302,"[3, 3, 5, 5, 0]",1,1,3,3,170.1640625,['FirstByDavis']
303,"[5, 4, 0, 3, 0]",0,5,4,4,151.94444444444446,['InversePunisher']
304,"[5, 5, 3, 4, 3]",1,2,5,5,163.425,['FirstByDavis']
305,"[5, 0, 2, 5, 2]",3,3,1,1,84.08163265306122,['InversePunisher']
306,"[0, 2, 0, 0, 1]",4,1,2,2,144.66666666666666,['ContriteTitForTat']
307,"[3, 5, 3, 1, 2]",4,2,3,3,179.51020408163265,"['FirstByDavis', 'InversePunisher']"
308,"[0, 1, 3, 3, 4]",2,3,4,4,151.13223140495867,['InversePunisher']
309,"[3, 5, 5, 5, 4]",0,3,5,5,183.96487603305786,['InversePunisher']
310,"[2, 3, 4, 2, 1]",2,0,1,1,89.61111111111111,"['ContriteTitForTat', 'InversePunisher']"
311,"[1, 0, 3, 3, 1]",2,3,2,2,119.46875,['FirstByDavis']
312,"[1, 0, 2, 0, 3]",4,3,3,3,151.16666666666666,['FirstByDavis']
313,"[0, 1, 5, 5, 0]",1,1,4,4,187.35537190082644,['InversePunisher']
314,"[4, 5, 1, 3, 3]",4,1,5,5,175.40234375,['FirstByDavis']
315,"[0, 4, 5, 5, 4]",2,5,1,1,104.52160493827161,"['ContriteTitForTat', 'InversePunisher']"
316,"[3, 5, 4, 5, 4]",4,1,2,2,163.03854875283446,['FirstByDavis']
317,"[5, 4, 0, 5, 4]",4,4,3,3,158.98765432098764,['FirstByDavis']
318,"[0, 0, 1, 1, 4]",4,3,4,4,144.88888888888889,['InversePunisher']
319,"[5, 5, 0, 4, 2]",3,3,5,5,166.859375,['FirstByDavis']
320,"[3, 3, 4, 3, 2]",0,0,1,1,128.21333333333334,"['ContriteTitForTat', 'InversePunisher']"
321,"[1, 3, 5, 5, 5]",1,0,2,2,167.50692520775624,['FirstByDavis']
322,"[5, 4, 5, 2, 0]",1,4,3,3,162.90625,['FirstByDavis']
323,"[0, 0, 1, 0, 5]",4,3,4,4,158.33333333333334,['GeneralizedDefector']
324,"[2, 0, 1, 2, 4]",4,4,5,5,146.8641975308642,['FirstByDavis']
325,"[4, 0, 2, 5, 4]",3,5,1,1,89.95555555555555,['InversePunisher']
326,"[4, 3, 3, 0, 3]",1,0,2,2,153.7396449704142,['FirstByDavis']
327,"[4, 4, 4, 0, 0]",0,2,3,3,170.66666666666666,['GeneralizedDefector']
328,"[5, 3, 1, 5, 5]",3,2,4,4,158.07479224376732,['InversePunisher']
329,"[5, 5, 5, 2, 4]",0,5,5,5,176.83673469387756,['InversePunisher']
330,"[1, 4, 5, 1, 2]",1,0,1,1,96.40236686390533,['InversePunisher']
331,"[4, 4, 4, 1, 3]",3,1,2,2,187.1015625,['FirstByDavis']
332,"[0, 5, 0, 2, 2]",3,1,3,3,168.09876543209876,['InversePunisher']
333,"[0, 4, 3, 4, 5]",1,2,4,4,159.9375,['InversePunisher']
334,"[5, 5, 4, 4, 2]",1,5,5,5,165.525,['FirstByDavis']
335,"[3, 3, 1, 1, 3]",3,1,1,1,165.60330578512398,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
336,"[0, 4, 2, 1, 5]",4,1,2,2,138.26388888888889,['InversePunisher']
337,"[4, 1, 4, 0, 3]",4,2,3,3,166.29166666666666,['FirstByDavis']
338,"[5, 2, 2, 3, 3]",4,1,4,4,168.18666666666667,['InversePunisher']
339,"[2, 1, 2, 3, 3]",4,2,5,5,166.20661157024793,['FirstByDavis']
340,"[4, 3, 5, 3, 0]",0,4,1,1,107.84,"['ContriteTitForTat', 'InversePunisher']"
341,"[5, 4, 5, 5, 3]",0,5,2,2,158.1404958677686,['InversePunisher']
342,"[4, 4, 3, 4, 2]",4,0,3,3,180.05536332179932,"['FirstByDavis', 'InversePunisher']"
343,"[2, 3, 5, 4, 0]",2,5,4,4,148.69897959183675,['InversePunisher']
344,"[2, 5, 0, 3, 1]",2,0,5,5,200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
345,"[5, 4, 2, 1, 4]",1,4,1,1,113.421875,['InversePunisher']
346,"[5, 2, 5, 5, 2]",4,0,2,2,178.07202216066483,['FirstByDavis']
347,"[1, 5, 5, 1, 0]",3,1,3,3,190.88888888888889,['FirstByDavis']
348,"[3, 0, 3, 3, 5]",4,5,4,4,152.60204081632654,['InversePunisher']
349,"[2, 5, 3, 4, 2]",3,3,5,5,175.765625,['FirstByDavis']
350,"[4, 1, 3, 1, 4]",4,4,1,1,96.99408284023669,"['ContriteTitForTat', 'InversePunisher']"
351,"[2, 5, 0, 0, 0]",2,0,2,2,200.0,"['FirstByDavis', 'ContriteTitForTat']"
352,"[4, 3, 2, 0, 5]",4,5,3,3,151.98979591836735,['FirstByDavis']
353,"[1, 1, 5, 2, 2]",4,2,4,4,180.4793388429752,['InversePunisher']
354,"[4, 5, 1, 0, 2]",0,0,5,5,171.91666666666666,['InversePunisher']
355,"[1, 4, 4, 4, 0]",2,4,1,1,96.28402366863905,"['ContriteTitForTat', 'InversePunisher']"
356,"[5, 3, 0, 4, 1]",0,0,2,2,125.82840236686391,['InversePunisher']
357,"[1, 5, 0, 4, 5]",1,5,3,3,136.9777777777778,['FirstByDavis']
358,"[1, 4, 0, 1, 4]",4,4,4,4,156.72,['InversePunisher']
359,"[2, 1, 0, 1, 1]",1,1,5,5,163.36,['FirstByDavis']
360,"[3, 0, 3, 3, 3]",0,1,1,1,112.75,['InversePunisher']
361,"[4, 3, 0, 1, 4]",1,1,2,2,140.20833333333334,['FirstByDavis']
362,"[0, 2, 2, 0, 4]",4,1,3,3,158.75,"['ContriteTitForTat', 'GeneralizedDefector']"
363,"[3, 3, 1, 1, 1]",4,1,4,4,183.17283950617283,['InversePunisher']
364,"[1, 5, 0, 4, 1]",1,4,5,5,139.25619834710744,['FirstByDavis']
365,"[4, 5, 5, 5, 3]",4,3,1,1,149.54545454545453,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
366,"[2, 2, 2, 3, 2]",4,2,2,2,163.2396694214876,['FirstByDavis']
367,"[1, 4, 5, 1, 0]",2,5,3,3,143.63636363636363,['FirstByDavis']
368,"[2, 4, 1, 2, 4]",4,4,4,4,161.7041420118343,['InversePunisher']
369,"[4, 0, 5, 4, 5]",4,5,5,5,166.79012345679013,['FirstByDavis']
370,"[1, 4, 4, 0, 1]",1,4,1,1,72.76,['InversePunisher']
371,"[1, 5, 4, 2, 3]",4,3,2,2,166.01333333333332,['FirstByDavis']
372,"[5, 4, 3, 4, 2]",2,3,3,3,167.53703703703704,"['FirstByDavis', 'InversePunisher']"
373,"[2, 3, 1, 2, 0]",0,2,4,4,170.65625,['InversePunisher']
374,"[3, 2, 3, 5, 4]",1,0,5,5,180.88581314878894,['FirstByDavis']
375,"[4, 3, 4, 3, 2]",1,3,1,1,132.65234375,"['OnceBitten', 'InversePunisher']"
376,"[4, 4, 1, 0, 0]",1,4,2,2,118.0246913580247,['FirstByDavis']
377,"[4, 1, 5, 2, 0]",0,1,3,3,165.94444444444446,['InversePunisher']
378,"[0, 3, 1, 0, 5]",1,1,4,4,147.03703703703704,['InversePunisher']
379,"[4, 0, 5, 3, 0]",3,1,5,5,174.16666666666666,['FirstByDavis']
380,"[1, 5, 4, 1, 5]",4,3,1,1,95.0,"['ContriteTitForTat', 'InversePunisher']"
381,"[4, 1, 0, 5, 3]",4,3,2,2,145.5207100591716,['FirstByDavis']
382,"[4, 3, 5, 1, 2]",3,1,3,3,189.70666666666668,"['FirstByDavis', 'InversePunisher']"
383,"[3, 3, 1, 3, 5]",3,0,4,4,167.37333333333333,['InversePunisher']
384,"[5, 0, 0, 3, 4]",3,0,5,5,156.20833333333334,['FirstByDavis']
385,"[2, 4, 2, 2, 1]",0,0,1,1,134.06611570247935,"['ContriteTitForTat', 'InversePunisher']"
386,"[0, 5, 0, 2, 2]",3,2,2,2,156.5679012345679,['InversePunisher']
387,"[3, 5, 2, 5, 1]",4,1,3,3,188.765625,"['FirstByDavis', 'InversePunisher']"
388,"[2, 5, 5, 3, 2]",3,3,4,4,180.61937716262975,['InversePunisher']
389,"[4, 0, 4, 5, 2]",2,4,5,5,154.91555555555556,['FirstByDavis']
390,"[4, 0, 1, 4, 5]",4,3,1,1,83.8265306122449,['InversePunisher']
391,"[2, 3, 0, 3, 0]",2,0,2,2,200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
392,"[3, 4, 1, 5, 1]",3,1,3,3,150.4591836734694,['FirstByDavis']
393,"[2, 4, 4, 1, 4]",1,1,4,4,162.48888888888888,['InversePunisher']
394,"[4, 1, 1, 3, 5]",3,3,5,5,166.34183673469389,['FirstByDavis']
395,"[2, 1, 2, 1, 3]",1,1,1,1,158.37037037037038,"['OnceBitten', 'InversePunisher']"
396,"[4, 3, 4, 0, 3]",0,4,2,2,154.22448979591837,['InversePunisher']
397,"[1, 5, 2, 1, 2]",4,2,3,3,176.36363636363637,['FirstByDavis']
398,"[4, 3, 3, 5, 4]",0,4,4,4,168.29916897506925,['InversePunisher']
399,"[5, 2, 5, 5, 3]",2,5,5,5,160.35,['FirstByDavis']
400,"[0, 1, 4, 1, 2]",2,4,1,1,50.25,"['ContriteTitForTat', 'InversePunisher']"
401,"[5, 0, 1, 2, 5]",2,1,2,2,179.14792899408283,['FirstByDavis']
402,"[3, 1, 5, 2, 0]",1,1,3,3,186.2479338842975,"['FirstByDavis', 'InversePunisher']"
403,"[5, 2, 1, 2, 3]",4,1,4,4,162.89940828402368,['InversePunisher']
404,"[5, 1, 2, 1, 5]",0,3,5,5,159.00510204081633,['InversePunisher']
405,"[0, 4, 1, 5, 4]",3,5,1,1,82.90816326530613,"['ContriteTitForTat', 'InversePunisher']"
406,"[0, 5, 0, 0, 3]",0,0,2,2,200.0,"['ContriteTitForTat', 'InversePunisher']"
407,"[2, 1, 1, 4, 4]",4,4,3,3,145.16666666666666,['FirstByDavis']
408,"[2, 5, 5, 5, 4]",2,5,4,4,161.00907029478458,['InversePunisher']
409,"[3, 4, 5, 0, 0]",1,2,5,5,170.83333333333334,['FirstByDavis']
410,"[0, 3, 0, 5, 3]",0,0,1,1,200.0,"['ContriteTitForTat', 'InversePunisher']"
411,"[1, 1, 0, 4, 2]",3,4,2,2,109.1875,['FirstByDavis']
412,"[4, 5, 0, 3, 5]",1,4,3,3,141.97231833910035,['FirstByDavis']
413,"[1, 5, 1, 0, 5]",1,3,4,4,138.54166666666666,['InversePunisher']
414,"[4, 3, 4, 2, 2]",0,4,5,5,175.30666666666667,['InversePunisher']
415,"[5, 3, 5, 4, 5]",0,4,1,1,119.64876033057851,"['ContriteTitForTat', 'InversePunisher']"
416,"[4, 2, 0, 0, 2]",1,1,2,2,139.875,['FirstByDavis']
417,"[4, 4, 3, 5, 1]",2,3,3,3,166.26297577854672,"['FirstByDavis', 'InversePunisher']"
418,"[5, 0, 4, 1, 3]",2,1,4,4,143.57396449704143,['InversePunisher']
419,"[3, 5, 5, 5, 0]",1,3,5,5,167.12962962962962,['FirstByDavis']
420,"[4, 0, 1, 4, 5]",3,2,1,1,103.0,['InversePunisher']
421,"[1, 3, 5, 1, 2]",4,2,2,2,174.04166666666666,['FirstByDavis']
422,"[0, 4, 5, 1, 2]",2,3,3,3,144.16666666666666,['InversePunisher']
423,"[2, 1, 5, 4, 2]",3,4,4,4,168.9591836734694,['InversePunisher']
424,"[3, 2, 4, 2, 3]",0,3,5,5,177.37755102040816,['InversePunisher']
425,"[3, 4, 5, 1, 2]",0,3,1,1,128.22666666666666,"['ContriteTitForTat', 'InversePunisher']"
426,"[5, 5, 0, 5, 1]",1,5,2,2,128.8671875,['FirstByDavis']
427,"[5, 2, 2, 0, 5]",1,1,3,3,171.48979591836735,"['FirstByDavis', 'InversePunisher']"
428,"[4, 4, 3, 5, 5]",2,3,4,4,173.0204081632653,['InversePunisher']
429,"[3, 2, 1, 4, 4]",1,2,5,5,174.75510204081633,['FirstByDavis']
430,"[5, 5, 3, 1, 3]",1,5,1,1,100.69204152249135,['InversePunisher']
431,"[4, 5, 0, 1, 2]",4,2,2,2,163.375,['FirstByDavis']
432,"[3, 4, 1, 3, 2]",4,0,3,3,173.44378698224853,"['FirstByDavis', 'InversePunisher']"
433,"[4, 2, 5, 0, 5]",2,5,4,4,148.4765625,['InversePunisher']
434,"[1, 5, 4, 3, 3]",4,3,5,5,182.08203125,['FirstByDavis']
435,"[3, 5, 1, 4, 4]",1,5,1,1,100.34602076124567,['InversePunisher']
436,"[4, 5, 2, 1, 1]",2,2,2,2,165.45562130177515,['FirstByDavis']
437,"[3, 3, 4, 5, 4]",3,2,3,3,161.8005540166205,['FirstByDavis']
438,"[4, 4, 5, 0, 2]",4,2,4,4,184.83555555555554,['FirstByDavis']
439,"[0, 2, 4, 2, 4]",1,1,5,5,179.33333333333334,['InversePunisher']
440,"[3, 5, 5, 5, 1]",2,5,1,1,109.1551246537396,"['ContriteTitForTat', 'InversePunisher']"
441,"[0, 1, 1, 4, 1]",3,4,2,2,119.91836734693878,['InversePunisher']
442,"[1, 3, 2, 1, 3]",3,0,3,3,184.0,"['FirstByDavis', 'InversePunisher']"
443,"[5, 5, 0, 1, 5]",0,5,4,4,156.62109375,['InversePunisher']
444,"[2, 3, 5, 2, 2]",1,0,5,5,175.3265306122449,['FirstByDavis']
445,"[5, 0, 4, 0, 2]",4,0,1,1,134.84297520661158,['OnceBitten']
446,"[1, 1, 3, 0, 5]",2,1,2,2,134.03,['FirstByDavis']
447,"[2, 4, 3, 4, 5]",0,2,3,3,180.8148148148148,['InversePunisher']
448,"[3, 0, 2, 4, 1]",4,1,4,4,181.46,['InversePunisher']
449,"[2, 2, 5, 4, 2]",0,1,5,5,185.01333333333332,['InversePunisher']
450,"[0, 4, 2, 4, 2]",3,4,1,1,89.16666666666667,"['ContriteTitForTat', 'InversePunisher']"
451,"[3, 0, 5, 4, 3]",2,5,2,2,125.68888888888888,['FirstByDavis']
452,"[3, 1, 1, 1, 2]",4,2,3,3,157.875,['FirstByDavis']
453,"[1, 2, 1, 0, 2]",0,1,4,4,178.05555555555554,['InversePunisher']
454,"[0, 2, 2, 0, 4]",4,0,5,5,175.125,['GeneralizedDefector']
455,"[3, 5, 4, 2, 0]",3,2,1,1,147.37755102040816,"['ContriteTitForTat', 'OnceBitten']"
456,"[4, 4, 3, 3, 5]",4,1,2,2,150.11080332409972,['FirstByDavis']
457,"[3, 3, 1, 3, 4]",3,3,3,3,162.83673469387756,['FirstByDavis']
458,"[5, 4, 5, 5, 0]",2,3,4,4,157.39612188365652,['InversePunisher']
459,"[2, 0, 4, 2, 3]",0,2,5,5,178.84297520661158,['InversePunisher']
460,"[2, 2, 2, 2, 3]",4,3,1,1,106.47933884297521,"['ContriteTitForTat', 'InversePunisher']"
461,"[5, 0, 4, 2, 2]",0,5,2,2,140.0,['InversePunisher']
462,"[5, 0, 2, 3, 4]",4,3,3,3,150.48979591836735,['FirstByDavis']
463,"[5, 3, 2, 5, 2]",0,5,4,4,159.01384083044982,['InversePunisher']
464,"[4, 2, 0, 3, 5]",4,5,5,5,151.4795918367347,['FirstByDavis']
465,"[2, 2, 5, 3, 3]",4,3,1,1,128.46666666666667,"['ContriteTitForTat', 'InversePunisher']"
466,"[3, 5, 5, 5, 1]",3,3,2,2,156.41274238227146,['FirstByDavis']
467,"[5, 5, 5, 4, 3]",4,1,3,3,178.50413223140495,"['FirstByDavis', 'InversePunisher']"
468,"[2, 5, 0, 1, 5]",0,2,4,4,175.49112426035504,['InversePunisher']
469,"[3, 2, 4, 4, 5]",4,5,5,5,168.5185185185185,['FirstByDavis']
470,"[5, 3, 2, 3, 4]",2,1,1,1,156.12456747404843,"['ContriteTitForTat', 'InversePunisher']"
471,"[1, 2, 0, 3, 1]",4,0,2,2,166.6530612244898,['FirstByDavis']
472,"[1, 0, 1, 4, 4]",3,3,3,3,136.56,['FirstByDavis']
473,"[5, 2, 4, 5, 4]",2,2,4,4,161.88,['InversePunisher']
474,"[5, 2, 4, 3, 3]",0,4,5,5,169.44636678200692,['InversePunisher']
475,"[5, 0, 1, 0, 5]",0,2,1,1,59.79338842975206,['InversePunisher']
476,"[5, 2, 4, 4, 2]",0,5,2,2,148.26989619377161,['InversePunisher']
477,"[2, 0, 4, 3, 2]",2,4,3,3,133.02479338842974,['FirstByDavis']
478,"[5, 4, 4, 3, 2]",1,4,4,4,165.06172839506172,['InversePunisher']
479,"[5, 0, 4, 4, 5]",4,5,5,5,163.85802469135803,['FirstByDavis']
480,"[5, 5, 2, 2, 3]",2,2,1,1,156.12456747404843,"['ContriteTitForTat', 'InversePunisher']"
481,"[5, 4, 4, 3, 4]",0,5,2,2,154.125,['InversePunisher']
482,"[5, 0, 4, 1, 2]",4,1,3,3,173.25,"['FirstByDavis', 'InversePunisher']"
483,"[0, 5, 3, 1, 0]",1,0,4,4,160.12345679012347,['InversePunisher']
484,"[4, 1, 4, 3, 4]",3,3,5,5,175.26171875,['FirstByDavis']
485,"[5, 5, 0, 4, 5]",3,3,1,1,125.31855955678671,"['ContriteTitForTat', 'InversePunisher']"
486,"[3, 0, 5, 5, 3]",2,5,2,2,129.1796875,['FirstByDavis']
487,"[4, 0, 4, 4, 2]",3,4,3,3,158.12244897959184,['FirstByDavis']
488,"[1, 2, 0, 2, 2]",4,2,4,4,157.9591836734694,['InversePunisher']
489,"[0, 2, 5, 2, 4]",4,4,5,5,177.89349112426035,['InversePunisher']
490,"[1, 0, 3, 0, 2]",2,3,1,1,51.0,['InversePunisher']
491,"[2, 4, 2, 5, 2]",3,3,2,2,141.33333333333334,['FirstByDavis']
492,"[4, 4, 5, 2, 5]",2,3,3,3,154.6,['FirstByDavis']
493,"[2, 4, 5, 0, 5]",4,1,4,4,173.125,['FirstByDavis']
494,"[4, 5, 1, 5, 4]",4,4,5,5,171.6897506925208,['FirstByDavis']
495,"[2, 1, 4, 4, 4]",4,3,1,1,108.14222222222222,"['ContriteTitForTat', 'InversePunisher']"
496,"[4, 0, 4, 3, 3]",1,0,2,2,200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
497,"[2, 4, 5, 1, 2]",1,2,3,3,162.12244897959184,['FirstByDavis']
498,"[3, 0, 3, 5, 0]",0,3,4,4,162.06611570247935,['InversePunisher']
499,"[1, 4, 2, 0, 4]",4,4,5,5,174.01652892561984,['FirstByDavis']
500,"[3, 1, 3, 3, 4]",3,2,1,1,124.09693877551021,"['ContriteTitForTat', 'InversePunisher']"
501,"[3, 5, 4, 0, 0]",0,3,2,2,164.6875,['GeneralizedDefector']
502,"[3, 5, 3, 5, 1]",1,5,3,3,151.62629757785467,['FirstByDavis']
503,"[5, 3, 0, 3, 4]",3,0,4,4,164.92,['InversePunisher']
504,"[3, 0, 4, 5, 2]",3,5,5,5,162.60204081632654,['FirstByDavis']
505,"[2, 1, 2, 5, 1]",1,0,1,1,165.53719008264463,"['OnceBitten', 'InversePunisher']"
506,"[2, 5, 4, 5, 4]",3,4,2,2,154.9625,['FirstByDavis']
507,"[3, 5, 3, 3, 1]",2,0,3,3,164.98666666666668,['FirstByDavis']
508,"[2, 4, 4, 4, 0]",1,1,4,4,161.9591836734694,['InversePunisher']
509,"[1, 3, 5, 4, 1]",3,4,5,5,178.87755102040816,['FirstByDavis']
510,"[2, 1, 2, 0, 3]",4,3,1,1,79.296875,['ContriteTitForTat']
511,"[1, 0, 0, 0, 5]",4,5,2,2,90.27777777777777,['FirstByDavis']
512,"[4, 1, 4, 2, 1]",0,4,3,3,160.83333333333334,['InversePunisher']
513,"[4, 0, 4, 2, 3]",0,0,4,4,161.42011834319527,['InversePunisher']
514,"[0, 4, 3, 0, 5]",4,3,5,5,177.91666666666666,['ContriteTitForTat']
515,"[1, 5, 5, 4, 3]",1,3,1,1,104.73765432098766,['InversePunisher']
516,"[2, 0, 4, 0, 3]",4,3,2,2,152.59259259259258,['FirstByDavis']
517,"[0, 4, 5, 1, 5]",2,5,3,3,147.6,['InversePunisher']
518,"[0, 0, 2, 5, 3]",4,3,4,4,155.6,['InversePunisher']
519,"[3, 4, 2, 5, 0]",2,2,5,5,178.30612244897958,['FirstByDavis']
520,"[2, 1, 2, 5, 3]",3,3,1,1,76.5680473372781,"['ContriteTitForTat', 'InversePunisher']"
521,"[4, 2, 1, 3, 5]",4,2,2,2,133.24444444444444,['FirstByDavis']
522,"[0, 2, 5, 1, 1]",4,1,3,3,188.76543209876544,['InversePunisher']
523,"[2, 3, 0, 5, 3]",3,5,4,4,147.7810650887574,['InversePunisher']
524,"[3, 0, 2, 1, 4]",0,0,5,5,162.8,['InversePunisher']
525,"[4, 1, 2, 2, 1]",4,1,1,1,162.47,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
526,"[5, 2, 2, 0, 5]",0,5,2,2,136.0204081632653,['InversePunisher']
527,"[4, 2, 5, 4, 4]",0,1,3,3,168.33240997229916,['InversePunisher']
528,"[2, 3, 5, 2, 2]",2,3,4,4,148.69897959183675,['InversePunisher']
529,"[3, 0, 4, 1, 1]",3,1,5,5,186.44444444444446,['FirstByDavis']
530,"[1, 4, 5, 3, 4]",1,2,1,1,117.3287197231834,['InversePunisher']
531,"[5, 1, 1, 5, 2]",0,4,2,2,129.26020408163265,['InversePunisher']
532,"[1, 0, 1, 1, 5]",2,1,3,3,171.53125,"['FirstByDavis', 'InversePunisher']"
533,"[5, 2, 2, 4, 0]",0,3,4,4,154.67455621301775,['InversePunisher']
534,"[3, 1, 0, 3, 3]",0,0,5,5,156.59,['InversePunisher']
535,"[3, 4, 1, 3, 0]",2,1,1,1,165.59504132231405,"['ContriteTitForTat', 'InversePunisher']"
536,"[2, 5, 0, 2, 2]",0,2,2,2,161.60330578512398,['InversePunisher']
537,"[0, 3, 3, 3, 0]",3,3,3,3,170.66666666666666,['GeneralizedDefector']
538,"[4, 3, 2, 5, 0]",2,0,4,4,173.60204081632654,['InversePunisher']
539,"[3, 1, 3, 3, 5]",3,3,5,5,172.68,['FirstByDavis']
540,"[0, 0, 0, 0, 4]",4,1,1,1,0.0,['GeneralizedDefector']
541,"[0, 4, 1, 5, 0]",3,2,2,2,130.2,['ContriteTitForTat']
542,"[0, 4, 1, 1, 3]",3,1,3,3,182.59259259259258,['InversePunisher']
543,"[2, 4, 2, 3, 4]",4,1,4,4,165.97333333333333,['InversePunisher']
544,"[5, 1, 1, 0, 5]",2,0,5,5,183.96527777777777,['FirstByDavis']
545,"[0, 2, 2, 2, 5]",2,1,1,1,134.03305785123968,"['ContriteTitForTat', 'InversePunisher']"
546,"[3, 1, 3, 3, 2]",2,3,2,2,142.10416666666666,['FirstByDavis']
547,"[4, 3, 5, 0, 4]",4,4,3,3,168.53125,['FirstByDavis']
548,"[4, 1, 4, 5, 3]",3,5,4,4,161.12456747404843,['InversePunisher']
549,"[2, 0, 3, 3, 4]",4,4,5,5,162.11111111111111,['FirstByDavis']
550,"[3, 5, 1, 5, 1]",1,5,1,1,89.73333333333333,['InversePunisher']
551,"[3, 5, 0, 3, 3]",4,3,2,2,153.91326530612244,['FirstByDavis']
552,"[0, 3, 2, 3, 1]",2,1,3,3,162.2716049382716,['InversePunisher']
553,"[3, 4, 3, 3, 0]",2,3,4,4,164.42603550295857,['InversePunisher']
554,"[4, 1, 4, 5, 3]",3,0,5,5,165.69204152249134,['FirstByDavis']
555,"[1, 1, 1, 1, 4]",3,1,1,1,153.390625,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
556,"[5, 4, 1, 5, 5]",3,3,2,2,146.8,['FirstByDavis']
557,"[5, 5, 4, 3, 0]",3,3,3,3,175.06574394463667,['FirstByDavis']
558,"[0, 5, 1, 3, 2]",2,1,4,4,185.3305785123967,['InversePunisher']
559,"[5, 3, 0, 1, 3]",1,3,5,5,156.20833333333334,['FirstByDavis']
560,"[0, 5, 1, 1, 2]",1,5,1,1,39.81481481481482,['InversePunisher']
561,"[4, 3, 4, 3, 2]",2,1,2,2,144.265625,['FirstByDavis']
562,"[0, 4, 2, 1, 2]",1,1,3,3,143.40740740740742,['InversePunisher']
563,"[5, 5, 3, 0, 1]",0,2,4,4,170.89285714285714,['InversePunisher']
564,"[3, 0, 2, 3, 3]",0,1,5,5,164.099173553719,['InversePunisher']
565,"[4, 5, 5, 3, 0]",3,3,1,1,136.21107266435988,"['ContriteTitForTat', 'OnceBitten']"
566,"[1, 0, 3, 5, 3]",3,5,2,2,132.77777777777777,['FirstByDavis']
567,"[4, 1, 1, 0, 4]",0,1,3,3,141.52,['InversePunisher']
568,"[0, 5, 5, 2, 1]",1,4,4,4,163.37278106508876,['InversePunisher']
569,"[4, 4, 4, 5, 3]",1,2,5,5,170.96,['FirstByDavis']
570,"[3, 0, 3, 0, 5]",4,5,1,1,60.99173553719008,['OnceBitten']
571,"[1, 4, 3, 4, 4]",4,4,2,2,154.46875,['FirstByDavis']
572,"[3, 5, 1, 4, 5]",2,1,3,3,188.44444444444446,"['FirstByDavis', 'InversePunisher']"
573,"[3, 2, 5, 1, 4]",1,1,4,4,179.55555555555554,['InversePunisher']
574,"[4, 4, 3, 4, 4]",4,4,5,5,173.98337950138503,['FirstByDavis']
575,"[5, 5, 0, 4, 1]",1,5,1,1,90.11111111111111,['InversePunisher']
576,"[1, 3, 2, 0, 4]",4,4,2,2,140.52,['FirstByDavis']
577,"[5, 1, 2, 4, 0]",2,2,3,3,164.66666666666666,"['FirstByDavis', 'InversePunisher']"
578,"[5, 2, 1, 1, 1]",2,1,4,4,180.6,['InversePunisher']
579,"[2, 5, 5, 2, 3]",2,5,5,5,163.75432525951558,['FirstByDavis']
580,"[2, 5, 2, 2, 2]",1,4,1,1,76.5680473372781,['InversePunisher']
581,"[5, 4, 2, 4, 2]",3,4,2,2,152.80276816608998,['FirstByDavis']
582,"[5, 4, 2, 4, 5]",1,0,3,3,160.74,['FirstByDavis']
583,"[2, 5, 3, 4, 2]",1,5,4,4,153.984375,['InversePunisher']
584,"[0, 2, 2, 3, 5]",4,0,5,5,163.125,['InversePunisher']
585,"[5, 1, 2, 0, 3]",0,4,1,1,59.83471074380165,"['ContriteTitForTat', 'InversePunisher']"
586,"[1, 5, 4, 3, 5]",2,4,2,2,151.34567901234567,['FirstByDavis']
587,"[3, 4, 0, 1, 5]",3,0,3,3,184.54437869822485,"['FirstByDavis', 'InversePunisher']"
588,"[5, 1, 3, 1, 0]",1,0,4,4,183.54,['InversePunisher']
589,"[5, 3, 2, 5, 3]",3,5,5,5,164.64506172839506,['FirstByDavis']
590,"[4, 5, 0, 5, 4]",0,1,1,1,121.1604938271605,"['ContriteTitForTat', 'InversePunisher']"
591,"[3, 5, 4, 3, 3]",1,1,2,2,146.57407407407408,['FirstByDavis']
592,"[4, 0, 3, 1, 2]",2,3,3,3,140.84,['FirstByDavis']
593,"[0, 5, 3, 1, 3]",4,3,4,4,178.3125,['InversePunisher']
594,"[3, 3, 1, 3, 4]",1,2,5,5,164.70408163265307,['FirstByDavis']
595,"[2, 2, 3, 3, 4]",3,3,1,1,123.95918367346938,"['ContriteTitForTat', 'InversePunisher']"
596,"[4, 4, 5, 4, 1]",2,5,2,2,140.3395061728395,['FirstByDavis']
597,"[5, 0, 0, 0, 2]",2,0,3,3,200.0,"['FirstByDavis', 'InversePunisher']"
598,"[2, 5, 3, 3, 2]",1,5,4,4,153.11111111111111,['InversePunisher']
599,"[5, 4, 0, 4, 4]",0,5,5,5,162.28373702422147,['InversePunisher']
